"cuenta";"descripcion";"cuentaesp"
1300000000;"Subvenciones oficiales de capital";
1310000000;"Donaciones y legados de capital";
1320000000;"Otras subvenciones, donaciones y legados";
1330000000;"Ajustes por valoración en activos financieros disponibles para la venta";
1340000000;"Cobertura de flujos de efectivo";
1341000000;"Cobertura de una inversión neta en un negocio en el extranjero";
1350000000;"Diferencias de conversión";
1360000000;"Ajustes por valoración en activos no corrientes y grupos enajenables de elementos, mantenidos para la venta";
1370000000;"Ingresos fiscales por diferencias permanentes a distribuir en varios ejercicios";
1371000000;"Ingresos fiscales por deducciones y bonificaciones a distribuir en varios ejercicios";
1400000000;"Provisión por retribuciones a largo plazo al personal";
1410000000;"Provisión para impuestos";
1420000000;"Provisión para otras responsabilidades";
1430000000;"Provisión por desmantelamiento, retiro o rehabilitación del inmovilizado";
1450000000;"Provisión para actuaciones medioambientales";
1460000000;"Provisión para reestructuraciones";
1470000000;"Provisión por transacciones con pagos basados en instrumentos de patrimonio";
1480000000;"Fondo de educación, formación y promoción, saldo dispuesto a largo plazo";
1481000000;"Fondo de educación, formación y promoción, saldo no dispuesto a largo plazo";
1500000000;"Capital Social Cooperativo a largo plazo considerado pasivo financiero aportaciones obligatorias";
1501000000;"Capital Social cooperativo a largo plazo considerado pasivo financiero: aportaciones voluntarias";
1502000000;"Socios colaboradores";
1502100000;"Asociados o adheridos";
1530000000;"Desembolsos no exigidos por Capital Social cooperativo considerado como pasivo financiero";
1533000000;"Desembolsos no exigidos, empresas del grupo";
1534000000;"Desembolsos no exigidos, empresas asociadas";
1535000000;"Desembolsos no exigidos, otras partes vinculadas";
1536000000;"Otros desembolsos no exigidos";
1543000000;"Aportaciones no dinerarias pendientes,empresas del grupo";
1544000000;"Aportaciones no dinerarias pendientes,empresas asociadas";
1545000000;"Aportaciones no dinerarias pendientes,otras partes vinculadas";
1546000000;"Otras aportaciones no dinerarias pendientes";
1560000000;"Capital reembolsable exigible a largo plazo";
1603000000;"Deudas a largo plazo con entidades de crédito, empresas del grupo";
1604000000;"Deudas a largo plazo con entidades de crédito, empresas asociadas";
1605000000;"Deudas a largo plazo con otras entidades de crédito vinculadas";
1613000000;"Proveedores de inmovilizado a largo plazo, empresas del grupo";
1614000000;"Proveedores de inmovilizado a largo plazo, empresas asociadas";
1615000000;"Proveedores de inmovilizado a largo plazo, otras partes vinculadas";
1623000000;"Acreedores por arrendamiento financiero a largo plazo, empresas de grupo";
1624000000;"Acreedores por arrendamiento financiero a largo plazo, empresas asociadas";
1625000000;"Acreedores por arrendamiento financiero a largo plazo, otras partes vinculadas";
1633000000;"Otras deudas a largo plazo, empresas del grupo";
1634000000;"Otras deudas a largo plazo, empresas asociadas";
1635000000;"Otras deudas a largo plazo, con otras partes vinculadas";
1700000000;"Deudas a largo plazo con entidades de crédito";
1710000000;"Deudas a largo plazo por reembolso de aportaciones a los socios";
1711000000;"Acreedores por Fondo de Reserva Obligatorio a Largo Plazo";
1712000000;"Acreedores por Fondo de Reembolso o Actualizacion a Largo Plazo";
1713000000;"Acreedores por Fondo de Reserva Voluntario a Largo Plazo";
1714000000;"Acreedores por fondos capitalizados a Largo Plazo";
1715000000;"Retorno cooperativo y remuneracion discrecional a pagar a Largo Plazo";
1720000000;"Deudas a largo plazo transformables en subvenciones,donaciones y legados";
1730000000;"Proveedores de inmovilizado a largo plazo";
1740000000;"Acreedores por arrendamiento financiero a largo plazo";
1750000000;"Efectos a pagar a largo plazo";
1765000000;"Pasivos por derivados financieros a largo plazo, cartera de negociación";
1768000000;"Pasivos por derivados financieros a largo plazo, instrumentos de cobertura";
1770000000;"Obligaciones y bonos";
1780000000;"Obligaciones y bonos convertibles";
1790000000;"Deudas representadas en otros valores negociables";
1800000000;"Fianzas recibidas a largo plazo";
1810000000;"Anticipos recibidos por ventas o prestaciones de servicios a largo plazo";
1850000000;"Depósitos recibidos a largo plazo";
1890000000;"Garantías financieras a largo plazo";
1900000000;"Participaciones sociales emitidas";
1920000000;"Suscriptores de particpaciones sociales";
1940000000;"Capital emitido pendiente de inscripción";
1950000000;"Participaciones emitidas consideradas como pasivos financieros";
1970000000;"Suscriptores de acciones consideradas como pasivos financieros";
1990000000;"Participaciones emitidas consideradas como pasivos financieros pendientes de inscripción";
2000000000;"Investigación";
2010000000;"Desarrollo";
2020000000;"Concesiones administrativas";
2030000000;"Propiedad industrial";
2040000000;"Fondo de comercio";
2050000000;"Derechos de traspaso";
2060000000;"Aplicaciones informáticas";
2090000000;"Anticipos para inmovilizaciones intangibles";
2100000000;"Terrenos y bienes naturales";
2110000000;"Construcciones";
2120000000;"Instalaciones técnicas";
2130000000;"Maquinaria";
2140000000;"Utillaje";
2150000000;"Otras instalaciones";
2160000000;"Mobiliario";
2170000000;"Equipos para procesos de información";
2180000000;"Elementos de transporte";
2190000000;"Otro inmovilizado material";
2200000000;"Inversiones en terrenos y bienes naturales";
2210000000;"Inversiones en construcciones";
2300000000;"Adaptación de terrenos y bienes naturales";
2310000000;"Construcciones en curso";
2320000000;"Instalaciones técnicas en montaje";
2330000000;"Maquinaria en montaje";
2370000000;"Equipos para procesos de información en montaje";
2390000000;"Anticipos para inmovilizaciones materiales";
2403000000;"Participaciones a largo plazo en empresas del grupo";
2404000000;"Participaciones a largo plazo en empresas asociadas";
2405000000;"Participaciones a largo plazo en otras partes vinculadas";
2413000000;"Valores representativos de deuda a largo plazo de empresas del grupo";
2414000000;"Valores representativos de deuda a largo plazo de empresas asociadas";
2415000000;"Valores representativos de deuda a largo plazo de otras partes vinculadas";
2423000000;"Créditos a largo plazo a empresas del grupo";
2424000000;"Créditos a largo plazo a empresas asociadas";
2425000000;"Créditos a largo plazo a otras partes vinculadas";
2493000000;"Desembolsos pendientes sobre participaciones a largo plazo en em presas del grupo";
2494000000;"Desembolsos pendientes sobre participaciones a largo plazo en empresas asociadas";
2495000000;"Desembolsos pendientes sobre participaciones a largo plazo en otras partes vinculadas";
2500000000;"Inversiones financieras a largo plazo en instrumentos de patrimonio";
2510000000;"Valores representativos de deuda a largo plazo";
2520000000;"Créditos a largo plazo con terceros";
2527000000;"Creditos  a largo plazo con socios por perdidas a compensar";
2530000000;"Créditos a largo plazo por enajenación de inmovilizado";
2540000000;"Créditos a largo plazo al personal";
2550000000;"Activos por derivados financieros a largo plazo, cartera de negociación";
2553000000;"Activos por derivados financieros a largo plazo, instrumentos de cobertura";
2570000000;"Derechos de reembolso derivados de contratos de seguro relativos a retribuciones a largo plazo al personal";
2580000000;"Imposiciones a largo plazo";
2590000000;"Desembolsos pendientes sobre participaciones en el patrimonio neto a largo plazo";
2600000000;"Fianzas constituidas a largo plazo";
2650000000;"Depósitos constituidos a largo plazo";
2800000000;"Amortización acumulada de investigación";
2801000000;"Amortización acumulada de desarrollo";
2802000000;"Amortización acumulada de concesiones administrativas";
2803000000;"Amortización acumulada de propiedad industrial";
2805000000;"Amortización acumulada de derechos de traspaso";
2806000000;"Amortización acumulada de aplicaciones informáticas";
2811000000;"Amortización acumulada de construcciones";
2812000000;"Amortización acumulada de instalaciones técnicas";
2813000000;"Amortización acumulada de maquinaria";
2814000000;"Amortización acumulada de utillaje";
2815000000;"Amortización acumulada de otras instalaciones";
2816000000;"Amortización acumulada de mobiliario";
2817000000;"Amortización acumulada de equipos para procesos de información";
2818000000;"Amortización acumulada de elementos de transporte";
2819000000;"Amortización acumulada de otro inmovilizado material";
2820000000;"Amortización acumulada de las inversiones inmobiliarias";
2900000000;"Deterioro de valor de investigación";
2901000000;"Deterioro del valor de desarrollo";
2902000000;"Deterioro de valor de concesiones administrativas";
2903000000;"Deterioro de valor de propiedad industrial";
2905000000;"Deterioro de valor de derechos de traspaso";
2906000000;"Deterioro de valor de aplicaciones informáticas";
2910000000;"Deterioro de valor de terrenos y bienes naturales";
2911000000;"Deterioro de valor de construcciones";
2912000000;"Deterioro de valor de instalaciones técnicas";
2913000000;"Deterioro de valor de maquinaria";
2914000000;"Deterioro de valor de utillaje";
2915000000;"Deterioro de valor de otras instalaciones";
2916000000;"Deterioro de valor de mobiliario";
2917000000;"Deterioro de valor de equipos para procesos de información";
2918000000;"Deterioro de valor de elementos de transporte";
2919000000;"Deterioro de valor de otro inmovilizado material";
2920000000;"Deterioro de valor de los terrenos y bienes naturales";
2921000000;"Deterioro de valor de construcciones";
2933000000;"Deterioro de valor de participaciones a largo plazo en empresas del grupo";
2934000000;"Deterioro de valor de participaciones a largo plazo en empresas asociadas";
2935000000;"Deterioro de valor participaciones a largo plazo en otras partes vinculadas";
2943000000;"Deterioro de valor de valores representativos de deuda a largo plazo de empresas del grupo";
2944000000;"Deterioro de valor de valores representativos de deuda a largo plazo de empresas asociadas";
2945000000;"Deterioro de valor de valores representativos de deuda a largo plazo de otras partes vinculadas";
2953000000;"Deterioro de valor de créditos a largo plazo a empresas del grupo";
2954000000;"Deterioro de valor de créditos a largo plazo a empresas asociadas";
2955000000;"Deterioro de valor de créditos a largo plazo a otras partes vinculadas";
2960000000;"Deterioro de valor de participaciones en el patrimonio neto a largo plazo";
2970000000;"Deterioro de valor de valores representativos de deuda a largo plazo";
2980000000;"Deterioro de valor de créditos a largo plazo";
3000000000;"Mercaderías A";
3010000000;"Mercaderías B";
3070000000;"Mercaderias adquiridas a socios";
3100000000;"Materias primas A";
3110000000;"Materias primas B";
3170000000;"Materias primas adquiridas a socios";
3200000000;"Elementos y conjuntos incorporables";
3210000000;"Combustibles";
3220000000;"Repuestos";
3250000000;"Materiales diversos";
3260000000;"Embalajes";
3270000000;"Envases";
3280000000;"Material de oficina";
3300000000;"Productos en curso A";
3310000000;"Productos en curso B";
3400000000;"Productos semiterminados A";
3410000000;"Productos semiterminados B";
3500000000;"Productos terminados A";
3510000000;"Productos terminados B";
3600000000;"Subproductos A";
3610000000;"Subproductos B";
3650000000;"Residuos A";
3660000000;"Residuos B";
3680000000;"Materiales recuperados A";
3690000000;"Materiales recuperados B";
3900000000;"Deterioro de valor de las mercaderías";
3910000000;"Deterioro de valor de las materias primas";
3920000000;"Deterioro de valor de otros aprovi sionamientos";
3930000000;"Deterioro de valor de los productos en curso";
3940000000;"Deterioro de valor de los productos semiterminados";
3950000000;"Deterioro de valor de los productos terminados";
3960000000;"Deterioro de valor de los subproductos, residuos y materiales recuperados";
4000000000;"Proveedores (euros)";
4004000000;"Proveedores (moneda extranjera)";
4007000000;"Proveedores, socios cooperativos";
4009000000;"Proveedores, facturas pendientes de recibir o de formalizar";
4010000000;"Proveedores, efectos comerciales a pagar";
4030000000;"Proveedores, empresas del grupo (euros)";
4031000000;"Efectos comerciales a pagar, empresas del grupo";
4034000000;"Proveedores, empresas del grupo (moneda extranjera)";
4036000000;"Envases y embalajes a devolver a proveedores, empresas del grupo";
4039000000;"Proveedores, empresas del grupo,facturas pendientes de recibir o de formalizar";
4040000000;"Proveedores, empresas asociadas";
4050000000;"Proveedores, otras partes vinculadas";
4060000000;"Envases y embalajes a devolver a proveedores";
4070000000;"Anticipos a proveedores";
4100000000;"Acreedores por prestaciones de servicios (euros)";
4104000000;"Acreedores por prestaciones de servicios, (moneda extranjera)";
4109000000;"Acreedores por prestaciones de servicios,facturas pendientes de recibir o de formalizar";
4110000000;"Acreedores, efectos comerciales a pagar";
4190000000;"Acreedores por operaciones en común";
4300000000;"Clientes (euros)";
4304000000;"Clientes (moneda extranjera)";
4309000000;"Clientes, facturas pendientes de formalizar";
4310000000;"Efectos comerciales en cartera";
4311000000;"Efectos comerciales descontados";
4312000000;"Efectos comerciales en gestión de cobro";
4315000000;"Efectos comerciales impagados";
4320000000;"Clientes, operaciones de “factoring”";
4330000000;"Clientes empresas del grupo (euros)";
4331000000;"Efectos comerciales a cobrar, empresas del grupo";
4332000000;"Clientes empresas del grupo, operaciones de “factoring”";
4334000000;"Clientes empresas del grupo (moneda extranjera)";
4336000000;"Clientes empresas del grupo de dudoso cobro";
4337000000;"Envases y embalajes a devolver a clientes, empresas del grupo";
4339000000;"Clientes empresas del grupo, facturas pendientes de formalizar";
4340000000;"Clientes, empresas asociadas";
4350000000;"Clientes, otras partes vinculadas";
4360000000;"Clientes de dudoso cobro";
4370000000;"Envases y embalajes a devolver por clientes";
4380000000;"Anticipos de clientes";
4400000000;"Deudores (euros)";
4404000000;"Deudores (moneda extranjera)";
4409000000;"Deudores, facturas pendientes de formalizar";
4410000000;"Deudores, efectos comerciales en cartera";
4411000000;"Deudores, efectos comerciales descontados";
4412000000;"Deudores, efectos comerciales en gestión de cobro";
4415000000;"Deudores, efectos comerciales impagados";
4460000000;"Deudores de dudoso cobro";
4470000000;"Socios deudores: creditos por operaciones efectuadas con socios";
4490000000;"Deudores por operaciones en común";
4600000000;"Anticipos de remuneraciones";
4650000000;"Remuneraciones pendientes de pago";
4651000000;"Anticipos laborales pendientes de pago";
4660000000;"Remuneraciones mediante sistemas de aportación definida pendientes de pago";
4700000000;"Hacienda Pública, deudora por IVA";
4708000000;"Hacienda Pública, deudora por subvenciones concedidas";
4709000000;"Hacienda Pública, deudora por devolución de impuestos";
4710000000;"Organismos de la Seguridad Social, deudores";
4720000000;"Hacienda Pública, IVA soportado";
4730000000;"Hacienda Pública, retenciones y pagos a cuenta";
4740000000;"Activos por diferencias temporarias deducibles";
4742000000;"Derechos por deducciones y bonificaciones pendientes de aplicar";
4745000000;"Crédito por pérdidas a compensar del ejercicio";
4750000000;"Hacienda Pública, acreedora por IVA";
4751000000;"Hacienda Pública, acreedora por retenciones practicadas";
4752000000;"Hacienda Pública, acreedora por impuesto sobre sociedades";
4758000000;"Hacienda Pública, acreedora por subvenciones a reintegrar";
4760000000;"Organismos de la Seguridad Social, acreedores";
4770000000;"Hacienda Pública, IVA repercutido";
4790000000;"Pasivos por diferencias temporarias imponibles";
4800000000;"Gastos anticipados";
4850000000;"Ingresos anticipados";
4900000000;"Deterioro de valor de créditos por operaciones comerciales";
4933000000;"Deterioro de valor de créditos por operaciones comerciales con empresas del grupo";
4934000000;"Deterioro de valor de créditos por operaciones comerciales con empresas asociadas";
4935000000;"Deterioro de valor de créditos por operaciones comerciales con otras partes vinculadas";
4940000000;"Deterioro de valor de créditos por operaciones con socios deudores";
4994000000;"Provisión por contratos onerosos";
4999000000;"Provisión para otras operacionescomerciales";
5000000000;"Obligaciones y bonos a corto plazo";
5010000000;"Obligaciones y bonos convertibles a corto plazo";
5020000000;"Capital social cooperativo con caracterisiticas de deuda a corto plazo";
5050000000;"Deudas representadas en otros valores negociables a corto plazo";
5060000000;"Intereses a corto plazo de empréstitos y otras emisiones análogas";
5070000000;"Dividendos de acciones o participaciones consideradas como pasivos financieros";
5080000000;"Fondo de educación y promoción cooperativas, saldo dispuesto a corto plazo";
5080000000;"Fondo de educación y promoción cooperativas, saldo no dispuesto a corto plazo";
5090000000;"Obligaciones y bonos amortizados";
5091000000;"Obligaciones y bonos convertibles amortizados";
5095000000;"Otros valores negociables amortizados";
5103000000;"Deudas a corto plazo con entidades de crédito, empresas del grupo";
5104000000;"Deudas a corto plazo con entidades de crédito, empresas asociadas";
5105000000;"Deudas a corto plazo con otras entidades de crédito vinculadas";
5113000000;"Proveedores de inmovilizado a corto plazo, empresas del grupo";
5114000000;"Proveedores de inmovilizado a corto plazo, empresas asociadas";
5115000000;"Proveedores de inmovilizado a corto plazo, otras partes vinculadas";
5123000000;"Acreedores por arrendamiento financiero a corto plazo, empresas del grupo";
5124000000;"Acreedores por arrendamiento financiero a corto plazo, empresas asociadas";
5125000000;"Acreedores por arrendamiento financiero a corto plazo, otras partes vinculadas";
5133000000;"Otras deudas a corto plazo con empresas del grupo";
5134000000;"Otras deudas a corto plazo con empresas asociadas";
5135000000;"Otras deudas a corto plazo con otras partes vinculadas";
5143000000;"Intereses a corto plazo de deudas, empresas del grupo";
5144000000;"Intereses a corto plazo de deudas, empresas asociadas";
5145000000;"Intereses a corto plazo de deudas, otras partes vinculadas";
5200000000;"Préstamos a corto plazo de entidades de crédito";
5201000000;"Deudas a corto plazo por crédito dispuesto";
5208000000;"Deudas por efectos descontados";
5209000000;"Deudas por operaciones de “factoring”";
5210000000;"Deudas a corto plazo por reembolso de aportaciones a los socios.";
5211000000;"Acreedores por fondo de reserva obligatorio a corto plazo";
5212000000;"Acreedores por fondo de reembolso o actualizacion a corto plazo";
5213000000;"Acreedores por fondo de reserva voluntario a corto plazo";
5214000000;"Acreedores por fondos capitalizados a corto plazo";
5220000000;"Deudas a corto plazo transformables en subvenciones, donaciones y legados";
5230000000;"Proveedores de inmovilizado a corto plazo";
5240000000;"Acreedores por arrendamiento financiero a corto plazo";
5250000000;"Efectos a pagar a corto plazo";
5260000000;"Retorno cooperativo y renumeracion discrecional a pagar a corto plazo";
5270000000;"Intereses a corto plazo de deudas con entidades de crédito";
5280000000;"Intereses a corto plazo de deudas";
5281000000;"Intereses a corto plazo de deudas con socios";
5290000000;"Provisión a corto plazo por retribuciones al personal";
5291000000;"Provisión a corto plazo para impuestos";
5292000000;"Provisión a corto plazo para otras responsabilidades";
5293000000;"Provisión a corto plazo por desmantelamiento,retiro o rehabilitación del inmovilizado";
5295000000;"Provisión a corto plazo para actuaciones medioambientales";
5296000000;"Provisión a corto plazo para reestructuraciones";
5297000000;"Provisión a corto plazo por transacciones con pagos basados en instrumentos de patrimonio";
5298000000;"Fondo de educacion, formacion y promocion, saldo dispuesto a corto plazo";
5298100000;"Fondo de educacion, formacion y promocion, saldo no dispuesto a corto plazo";
5303000000;"Participaciones a corto plazo, en empresas del grupo";
5304000000;"Participaciones a corto plazo, en empresas asociadas";
5305000000;"Participaciones a corto plazo, en otras partes vinculadas";
5313000000;"Valores representativos de deuda a corto plazo de empresas del grupo";
5314000000;"Valores representativos de deuda a corto plazo de empresas asociadas";
5315000000;"Valores representativos de deuda a corto plazo de otras partes vinculadas";
5323000000;"Créditos a corto plazo a empresas del grupo";
5324000000;"Créditos a corto plazo a empresas asociadas";
5325000000;"Créditos a corto plazo a otras partes vinculadas";
5333000000;"Intereses a corto plazo de valores representativos de deuda de empresas del grupo";
5334000000;"Intereses a corto plazo de valores representativos de deuda de empresas asociadas";
5335000000;"Intereses a corto plazo de valores representativos de deuda de otras partes vinculadas";
5343000000;"Intereses a corto plazo de créditos a empresas del grupo";
5344000000;"Intereses a corto plazo de créditos a empresas asociadas";
5345000000;"Intereses a corto plazo de créditos a otras partes vinculadas";
5353000000;"Dividendo a cobrar de empresas de grupo";
5354000000;"Dividendo a cobrar de empresas asociadas";
5355000000;"Dividendo a cobrar de otras partes vinculadas";
5393000000;"Desembolsos pendientes sobre participaciones a corto plazo en em presas del grupo";
5394000000;"Desembolsos pendientes sobre participaciones a corto plazo en empresas asociadas";
5395000000;"Desembolsos pendientes sobre participaciones a corto plazo en otras partes vinculadas";
5400000000;"Inversiones financieras a corto plazo en instrumentosde patrimonio";
5410000000;"Valores representativos de deuda a corto plazo";
5420000000;"Créditos a corto plazo";
5427000000;"Creditos con socios por perdidas a compensar a corto plazo";
5430000000;"Créditos a corto plazo por enajenación de inmovilizado";
5440000000;"Créditos a corto plazo al personal";
5450000000;"Dividendo a cobrar";
5460000000;"Intereses a corto plazo de valores representativos de deudas";
5470000000;"Intereses a corto plazo de créditos";
5476000000;"Intereses a corto plazo de deudas con socios";
5480000000;"Imposiciones a corto plazo";
5490000000;"Desembolsos pendientes sobre participaciones en el patrimonio neto a corto plazo";
5500000000;"Titular de la explotación";
5510000000;"Cuenta corriente con socios y administradores";
5523000000;"Cuenta corriente con empresas del grupo";
5524000000;"Cuenta corriente con empresas asociadas";
5525000000;"Cuenta corriente con otras partes vinculadas";
5530000000;"Socios de sociedad disuelta";
5531000000;"Socios, cuenta de fusión";
5532000000;"Socios de sociedad escindida";
5533000000;"Socios, cuenta de escisión";
5540000000;"Cuenta corriente con uniones temporales de empresas y comunidades de bienes";
5550000000;"Partidas pendientes de aplicación";
5563000000;"Desembolsos exigidos sobre participaciones,empresas del grupo";
5564000000;"Desembolsos exigidos sobre participaciones,empresas asociadas";
5565000000;"Desembolsos exigidos sobre participaciones, otras partes vinculadas";
5566000000;"Desembolsos exigidos sobre participaciones de otras empresas";
5570000000;"Dividendo activo a cuenta";
5571000000;"Remuneraciones de aportaciones al capital social a cuenta";
5572000000;"Retorno activo a cuenta";
5580000000;"Socios por desembolsos exigidos sobre acciones o participaciones ordinarias";
5585000000;"Desembolsos exigidos sobre capital social cooperativo considerados como pasivo financiero";
5590000000;"Activos por derivados financieros a corto plazo, cartera de negociación";
5593000000;"Activos por derivados financieros a corto plazo, instrumentos de cobertura";
5595000000;"Pasivos por derivados financieros a corto plazo, cartera de negociación";
5598000000;"Pasivos por derivados financieros a corto plazo, instrumentos de cobertura";
5600000000;"Fianzas recibidas a corto plazo";
5610000000;"Depósitos recibidos a corto plazo";
5650000000;"Fianzas constituidas a corto plazo";
5660000000;"Depósitos constituidos a corto plazo";
5670000000;"Intereses pagados por anticipado";
5680000000;"Intereses cobrados por anticipado";
5690000000;"Garantías financieras a corto plazo";
5700000000;"Caja, euros";
5710000000;"Caja, moneda extranjera";
5720000000;"Bancos e instituciones de crédito c/c vista, euros";
5730000000;"Bancos e instituciones de crédito c/c vista, moneda extranjera";
5740000000;"Bancos e instituciones de crédito, cuentas de ahorro, euros";
5750000000;"Bancos e instituciones de crédito, cuentas de ahorro, moneda extranjera";
5760000000;"Inversiones a corto plazo de gran liquidez";
5800000000;"Inmovilizado";
5810000000;"Inversiones con personas y entidades vinculadas";
5820000000;"Inversiones financieras";
5830000000;"Existencias, deudores comerciales y otras cuentas a cobrar";
5840000000;"Otros activos";
5850000000;"Provisiones";
5860000000;"Deudas con características especiales";
5870000000;"Deudas con personas y entidades vinculadas";
5880000000;"Acreedores comerciales y otras cuentas a pagar";
5890000000;"Otros pasivos";
5933000000;"Deterioro de valor de participaciones a corto plazo en empresas del grupo";
5934000000;"Deterioro de valor de participaciones a corto plazo en empresas asociadas";
5935000000;"Deterioro de valor de las participaciones a corto plazo en otras parte vinculadas";
5943000000;"Deterioro de valor de valores representativos de deuda a corto plazo de empresas del grupo";
5944000000;"Deterioro de valor de valores representativos de deuda a corto plazo de empresas asociadas";
5945000000;"Deterioro de valor de valores representativos de deuda a corto plazo de otras partes vinculadas";
5953000000;"Deterioro de valor de créditos a corto plazo a empresas del grupo";
5954000000;"Deterioro de valor de créditos a corto plazo a empresas asociadas";
5955000000;"Deterioro de valor de créditos a corto plazo a otras partes vinculadas";
5960000000;"Deterioro de valor de participaciones a corto plazo";
5970000000;"Deterioro de valor de valores representativos de deuda a corto plazo";
5980000000;"Deterioro de valor de créditos a corto plazo";
5990000000;"Deterioro de valor de inmovilizado no corriente mantenido para la venta";
5991000000;"Deterioro de valor de inversiones con personas y entidades vinculadas no corrientes mantenidas para la venta";
5992000000;"Deterioro de valor de inversiones financieras no corrientes mantenidas para la venta";
5993000000;"Deterioro de valor de existencias, deudores comerciales y otras cuentas a cobrar integrados en un grupo enajenable mantenido para la venta";
5994000000;"Deterioro de valor de otros activos mantenidos para la venta";
6000000000;"Compras de mercaderías";
6010000000;"Compras de materias primas";
6020000000;"Compras de otros aprovisionamientos";
6050000000;"Compras efectuados a socios";
6060000000;"Descuentos sobre compras por pronto pago de mercaderías";
6061000000;"Descuentos sobre compras por pronto pago de materias primas";
6062000000;"Descuentos sobre compras por pronto pago de otros aprovisionamientos";
6063000000;"Descuentos sobre compras por pronto pago a socios";
6070000000;"Trabajos realizados por otras empresas";
6080000000;"Devoluciones de compras de mercaderías";
6081000000;"Devoluciones de compras de materias primas";
6082000000;"Devoluciones de compras de otros aprovisionamientos";
6083000000;"Devoluciones de compras  a socios";
6090000000;"“Rappels” por compras de mercaderías";
6091000000;"“Rappels” por compras de materias primas";
6092000000;"“Rappels” por compras de otros aprovisionamientos";
6093000000;"""Rappels"" por compras efectuadas a socios";
6100000000;"Variación de existencias de mercaderías";
6110000000;"Variación de existencias de materias primas";
6120000000;"Variación de existencias de otros aprovisionamientos";
6170000000;"Variacion de existencias adquiridas a socios";
6200000000;"Gastos en investigación y desarrollo del ejercicio";
6210000000;"Arrendamientos y cánones";
6220000000;"Reparaciones y conservación";
6230000000;"Servicios de profesionales independientes";
6240000000;"Transportes";
6250000000;"Primas de seguros";
6260000000;"Servicios bancarios y similares";
6270000000;"Publicidad, propaganda y relaciones públicas";
6280000000;"Suministros";
6290000000;"Otros servicios";
6300000000;"Impuesto corriente";
6301000000;"Impuesto diferido";
6310000000;"Otros tributos";
6330000000;"Ajustes negativos en la imposición sobre beneficios";
6341000000;"Ajustes negativos en IVA de activo corriente";
6342000000;"Ajustes negativos en IVA de inversiones";
6360000000;"Devolución de impuestos";
6380000000;"Ajustes positivos en la imposición sobre beneficios";
6391000000;"Ajustes positivos en IVA de activo corriente";
6392000000;"Ajustes positivos en IVA de inversiones";
6400000000;"Sueldos y salarios";
6410000000;"Indemnizaciones";
6420000000;"Seguridad Social a cargo de la empresa";
6430000000;"Retribuciones a largo plazo mediante sistemas de aportación definida";
6440000000;"Contribuciones anuales";
6442000000;"Otros costes";
6450000000;"Retribuciones al personal liquidados con instrumentos de patrimonio";
6457000000;"Retribuciones al personal liquidados en efectivo basado en instrumentosde patrimonio";
6470000000;"Retribucion a los socios trabajadores";
6490000000;"Otros gastos sociales";
6500000000;"Pérdidas de créditos comerciales incobrables";
6510000000;"Beneficio transferido (gestor)";
6511000000;"Pérdida soportada (partícipe o asociado no gestor)";
6560000000;"Intereses de las aportaciones al capital social y otros fondos";
6570000000;"Dotacion al fondo de educacion, formacion y promocion (FEFP)";
6590000000;"Otras pérdidas en gestión corriente";
6600000000;"Gastos financieros por actualización de provisiones";
6610000000;"Intereses de obligaciones y bonos a largo plazo, empresas del grupo";
6611000000;"Intereses de obligaciones y bonos a largo plazo, empresas asociadas";
6612000000;"Intereses de obligaciones y bonos a largo plazo, otras partes vinculadas";
6613000000;"Intereses de obligaciones y bonos a largo plazo, otras empresas";
6615000000;"Intereses de obligaciones y bonos a corto plazo, empresas del grupo";
6616000000;"Intereses de obligaciones y bonos a corto plazo, empresas asociadas";
6617000000;"Intereses de obligaciones y bonos a corto plazo, otras partes vinculadas";
6618000000;"Intereses de obligaciones y bonos a corto plazo, otras empresas";
6620000000;"Intereses de deudas, empresas del grupo";
6621000000;"Intereses de deudas, empresas asociadas";
6622000000;"Intereses de deudas, otras partes vinculadas";
6623000000;"Intereses de deudas con entidades de crédito";
6624000000;"Intereses de deudas, otras empresas";
6630000000;"Pérdidas de cartera de negociación";
6631000000;"Pérdidas de designados por la empresa";
6632000000;"Pérdidas de disponibles para la venta";
6633000000;"Pérdidas de instrumentos de cobertura";
6640000000;"Dividendos de pasivos, empresas del grupo";
6641000000;"Dividendos de pasivos, empresas asociadas";
6642000000;"Dividendos de pasivos, otras partes vinculadas";
6643000000;"Dividendos de pasivos, otras empresas";
6647000000;"Intereses y retorno obligatorio de las aportaciones a capital cooperativo y de otros fondos calificados como caracteristicas de deuda";
6650000000;"Intereses por descuento de efectos en entidades de crédito del grupo";
6651000000;"Intereses por descuento de efectos en entidades de crédito asociadas";
6652000000;"Intereses por descuento de efectos en otras entidades de crédito vinculadas";
6653000000;"Intereses por descuento de efectos en otras entidades de crédito";
6654000000;"Intereses por operaciones de “factoring” con entidades de crédito del grupo";
6655000000;"Intereses por operaciones de “factoring” con entidades de crédito asociadas";
6656000000;"Intereses por operaciones de “factoring” con otras entidades de crédito vinculadas";
6657000000;"Intereses por operaciones de “factoring” con otras entidades de crédito";
6660000000;"Pérdidas en valores representativos de deuda a largo plazo, empresas del grupo";
6661000000;"Pérdidas en valores representativos de deuda a largo plazo, empresas asociadas";
6662000000;"Pérdidas en valores representativos de deuda a largo plazo, otras partes vinculadas";
